alert,baroaltitude,callsign,geoaltitude,heading,icao24,lastcontact,lastposupdate,lat,lon,onground,spi,squawk,time,velocity,vertrate,aircraft_model,wingspan_m,length_m,has_dimensions,is_grounded,is_stationary,is_likely_taxiing
False,365.76,TQN1770,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817870,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,1341.1200000000001,KLY1771,,169.21570213243743,a4e20a,1563817869.928,1563817869.858,33.41015625,-111.97144775390623,False,False,5347,1563817870,54.98778307841479,-0.32512,UNKNOWN_MODEL,,,False,False,False,False
False,335.28000000000003,HXP1772,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817870,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,HXP1775,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817870,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,320.04,KLY1777,327.66,270.37447688672285,a0de99,1563817619.693,1563817619.51,33.440846588652015,-111.99423653738839,False,False,7401,1563817880,78.71161317158835,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,365.76,JUV1778,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817880,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,PNK1779,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817880,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,TQN1781,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817880,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,320.04,MKN1784,327.66,270.37447688672285,a0de99,1563817619.693,1563817619.51,33.440846588652015,-111.99423653738839,False,False,7401,1563817890,78.71161317158835,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,365.76,RYS1786,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817890,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,QPX1787,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817890,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,KLY1790,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817890,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,320.04,XAL1793,327.66,270.37447688672285,a0de99,1563817619.693,1563817619.51,33.440846588652015,-111.99423653738839,False,False,7401,1563817900,78.71161317158835,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,419.1,JUV1796,381.0,270.3148088073891,a11b00,1563817899.643,1563817898.69,33.43107061871027,-112.02287946428572,False,False,,1563817900,93.63022129702567,15.280640000000002,A321,35.814,44.500800000000005,True,False,False,False
False,365.76,XAL1797,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817900,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,TQN1798,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817900,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,ZET1799,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817900,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,434.34000000000003,ZET1800,441.96000000000004,269.618033795271,a0b6ea,1563817909.931,1563817909.629,33.440800036414196,-111.97103072185905,False,False,3275,1563817910,77.16831479428028,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,320.04,LVR1803,327.66,270.37447688672285,a0de99,1563817619.693,1563817619.51,33.440846588652015,-111.99423653738839,False,False,7401,1563817910,78.71161317158835,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,563.88,PNK1805,556.26,268.4176460773814,a11b00,1563817909.851,1563817909.851,33.43093096199682,-112.03380973971619,False,False,0712,1563817910,93.14988512528019,15.60576,A321,35.814,44.500800000000005,True,False,False,False
False,365.76,ZET1808,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817910,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,ZET1809,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817910,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,QPX1812,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817910,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,403.86,MKN1813,403.86,270.76902468257805,a0b6ea,1563817919.939,1563817919.887,33.440846588652015,-111.97994310028699,False,False,3275,1563817920,76.6590609775836,-3.90144,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,716.2800000000001,LVR1816,685.8000000000001,266.2277163906201,a11b00,1563817919.887,1563817919.646,33.43070983886719,-112.04357299804687,False,False,0712,1563817920,93.83210360050789,13.004800000000001,A321,35.814,44.500800000000005,True,False,False,False
False,365.76,PNK1818,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817920,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,QPX1819,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817920,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,QPX1821,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817920,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,373.38,TQN1822,396.24,270.3845296595845,a0b6ea,1563817924.976,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817930,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,365.76,ZET1823,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817930,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,JUV1824,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817930,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,LVR1826,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817930,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,320.04,QPX1827,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817940,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,365.76,ZET1828,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817940,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,ZET1831,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817940,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,XAL1833,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817940,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,320.04,PNK1836,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817950,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,365.76,XAL1837,373.38,270.0,a24b0a,1563817658.512,1563817649.775,33.42883611129502,-111.9903128487723,False,False,7214,1563817950,74.079936,-4.8768,CRJ9,24.8412,36.21024,True,False,False,False
False,335.28000000000003,KLY1838,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817950,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,RYS1841,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817950,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,419.1,QPX1842,388.62,270.0,abef16,1563817949.144,1563817947.376,33.43107604980469,-112.02313842773438,False,False,,1563817950,91.056588,10.07872,B738,35.78352,39.4716,True,False,False,False
False,320.04,HXP1845,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817960,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,XAL1846,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817960,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,XAL1847,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817960,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,548.64,VOR1849,472.44,269.6781169846013,abef16,1563817959.45,1563817957.365,33.431121826171875,-112.03275146484376,False,False,4103,1563817960,91.57247705601372,15.280640000000002,B738,35.78352,39.4716,True,False,False,False
False,320.04,LVR1850,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817970,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,KLY1852,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817970,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,VOR1855,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817970,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,693.4200000000001,JUV1857,685.8000000000001,271.30938981941057,abef16,1563817969.963,1563817969.748,33.43111717094809,-112.04490817323023,False,False,4103,1563817970,90.0512143691365,10.07872,B738,35.78352,39.4716,True,False,False,False
False,1341.1200000000001,TQN1859,1402.0800000000002,176.42366562500266,adb712,1563817969.97,1563817969.205,33.4583502300715,-111.97332888233419,False,False,5362,1563817970,49.482988236021804,-0.97536,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,MKN1862,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817980,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,RYS1863,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817980,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,KLY1866,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817980,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,1348.74,JUV1869,1394.46,177.19362974821178,adb712,1563817979.978,1563817979.124,33.4537353515625,-111.97304077148436,False,False,5362,1563817980,52.53629478045958,1.95072,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,LVR1872,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563817990,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,JUV1873,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563817990,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,320.04,VOR1876,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563817990,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,1516.38,PNK1877,1600.2,358.80651057601796,ad26b2,1563817989.955,1563817989.955,33.41258938029661,-111.9715912488042,False,False,4343,1563817990,49.39734042065342,2.60096,UNKNOWN_MODEL,,,False,False,False,False
False,1356.3600000000001,ZET1878,1417.3200000000002,173.84483165672603,adb712,1563817989.955,1563817989.837,33.44871391684322,-111.97254414461096,False,False,5362,1563817990,52.77754183036948,0.97536,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,JUV1880,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818000,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,TQN1883,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818000,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,495.3,KLY1885,495.3,271.8965183032093,a7d2ae,1563817999.968,1563817999.868,33.43121337890625,-112.02714843749999,False,False,0756,1563818000,77.72361875683823,9.7536,E75S,28.71216,31.668720000000004,True,False,False,False
False,320.04,TQN1887,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563818000,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,1554.48,ZET1889,1638.3,359.3414568224364,ad26b2,1563817999.958,1563817996.077,33.41487121582031,-111.97166748046874,False,False,4343,1563818000,44.759584477065026,3.2512000000000003,UNKNOWN_MODEL,,,False,False,False,False
False,1348.74,RYS1890,1409.7,176.72951207681643,adb712,1563817999.868,1563817999.621,33.444012140823624,-111.97203967036032,False,False,5362,1563818000,54.10473852513563,-0.65024,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,RYS1891,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818010,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,LVR1892,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818010,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,579.12,TQN1895,541.02,271.4594493549923,a7d2ae,1563818009.89,1563818006.437,33.43135070800781,-112.03264160156249,False,False,0756,1563818010,80.79391745446831,8.128,E75S,28.71216,31.668720000000004,True,False,False,False
False,411.48,HXP1897,411.48,270.381966204729,a81dbc,1563818009.89,1563818005.235,33.440800036414196,-111.9727123026945,False,False,1653,1563818010,77.16831479428028,-3.90144,B737,35.78352,33.61944,True,False,False,False
False,320.04,XAL1898,320.04,270.0,abc49b,1563817712.903,1563817712.902,33.44087219238281,-111.99490356445312,False,False,1416,1563818010,78.195488,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,1569.72,VOR1900,1653.54,357.3057157101439,ad26b2,1563818009.933,1563818009.457,33.42054981296345,-111.97187151227678,False,False,4343,1563818010,43.7761314825074,2.27584,UNKNOWN_MODEL,,,False,False,False,False
False,1348.74,ZET1901,1409.7,181.06091169026422,adb712,1563818009.953,1563818009.718,33.438995361328125,-111.97199707031248,False,False,5362,1563818010,55.5694779241163,-0.65024,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,LVR1902,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818020,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,QPX1903,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818020,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,655.32,JUV1905,662.94,267.8657412374977,a7d2ae,1563818019.869,1563818019.558,33.431304931640625,-112.044287109375,False,False,0756,1563818020,82.88297952223455,8.45312,E75S,28.71216,31.668720000000004,True,False,False,False
False,388.62,TQN1906,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818020,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1607.8200000000002,JUV1908,1699.2600000000002,357.82525588538994,ad26b2,1563818019.987,1563818018.723,33.42402648925781,-111.97205200195313,False,False,4343,1563818020,40.67036921519155,3.5763200000000004,UNKNOWN_MODEL,,,False,False,False,False
False,1348.74,LVR1909,1402.08,178.36342295838327,adb712,1563818019.863,1563818019.669,33.434051513671875,-111.97188720703124,False,False,5362,1563818020,54.038663102325394,-0.32512,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,JUV1912,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818030,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,XAL1913,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818030,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,388.62,JUV1916,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818030,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1623.0600000000002,KLY1917,1714.5000000000002,2.1747441146100535,ad26b2,1563818029.861,1563818029.861,33.42795161877648,-111.97198361766581,False,False,4343,1563818030,40.67036921519155,1.30048,UNKNOWN_MODEL,,,False,False,False,False
False,1333.5,MKN1918,1386.8400000000001,176.11209043916693,adb712,1563818029.995,1563818029.547,33.4293016336732,-111.9716473014987,False,False,5362,1563818030,53.10995877734691,-1.30048,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,PNK1920,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818040,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,PNK1923,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818040,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,388.62,LVR1924,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818040,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1638.3000000000002,VOR1925,1729.7400000000002,1.380354073444452,ad26b2,1563818039.927,1563818039.65,33.4317626953125,-111.97183227539062,False,False,4343,1563818040,42.71124644206076,0.97536,UNKNOWN_MODEL,,,False,False,False,False
False,1341.1200000000001,VOR1927,1402.0800000000002,175.18644910629348,adb712,1563818039.926,1563818039.921,33.42457580566406,-111.97106323242187,False,False,5362,1563818040,49.04516027313097,0.32512,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,VOR1930,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818050,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,335.28000000000003,LVR1931,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818050,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,388.62,HXP1932,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818050,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1653.5400000000002,VOR1935,1737.3600000000001,357.9299693469589,ad26b2,1563818049.923,1563818049.808,33.435679290254235,-111.97192756497131,False,False,4343,1563818050,42.726734438523714,1.6256000000000002,UNKNOWN_MODEL,,,False,False,False,False
False,1341.1200000000001,XAL1937,1402.0800000000002,175.23635830927384,adb712,1563818049.916,1563818049.376,33.42041015625,-111.97069440569197,False,False,5362,1563818050,49.55780865193779,0.32512,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,XAL1939,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818060,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,434.34000000000003,LVR1942,419.1,269.67629847507976,a17c95,1563818059.909,1563818055.038,33.43111717094809,-112.02299156967473,False,False,1621,1563818060,91.05804122004206,14.955520000000002,UNKNOWN_MODEL,,,False,False,False,False
False,335.28000000000003,PNK1943,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818060,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,388.62,QPX1945,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818060,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1668.78,HXP1947,1760.22,358.6677801461304,ad26b2,1563818059.997,1563818058.084,33.43867492675781,-111.97205200195313,False,False,4343,1563818060,44.254146196784774,1.95072,UNKNOWN_MODEL,,,False,False,False,False
False,1356.3600000000001,MKN1948,1417.3200000000002,175.333141628561,adb712,1563818059.997,1563818059.748,33.4157083802304,-111.97024598413583,False,False,5362,1563818060,50.583214789956244,2.27584,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,XAL1950,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818070,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,586.74,MKN1952,548.64,270.3311857884154,a17c95,1563818069.811,1563818069.811,33.43111717094809,-112.03711684869259,False,False,1621,1563818070,89.00029881995049,14.630400000000002,UNKNOWN_MODEL,,,False,False,False,False
False,335.28000000000003,TQN1954,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818070,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,388.62,TQN1957,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818070,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1699.26,PNK1960,1790.7,355.8653286262636,ad26b2,1563818069.957,1563818069.241,33.44334411621094,-111.97227172851561,False,False,4343,1563818070,42.81027279481877,3.2512000000000003,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,MKN1962,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818080,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,716.2800000000001,TQN1963,731.5200000000001,272.0700306530411,a17c95,1563818079.975,1563818079.975,33.43135070800781,-112.04664916992186,False,False,1621,1563818080,85.45346887704743,11.3792,UNKNOWN_MODEL,,,False,False,False,False
False,335.28000000000003,HXP1965,327.66,270.0,a6c4d7,1563817832.699,1563817815.743,33.440800036414196,-111.98044757453764,False,False,2244,1563818080,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,False,False,False
False,388.62,HXP1967,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818080,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,1729.74,PNK1970,1821.18,348.11134196037204,ad26b2,1563818079.988,1563818079.689,33.44722424523305,-111.97282440808354,False,False,4343,1563818080,39.95478267927824,3.2512000000000003,UNKNOWN_MODEL,,,False,False,False,False
False,403.86,MKN1973,411.48,270.3603460633872,ad2aed,1563818079.951,1563818079.61,33.440826416015625,-111.97760009765625,False,False,6642,1563818080,81.79821373243031,-4.22656,B738,35.78352,39.4716,True,False,False,False
False,320.04,PNK1976,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818090,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,,RYS1978,,270.0,a6c4d7,1563818080.426,1563817815.743,33.440800036414196,-111.98044757453764,True,False,2244,1563818090,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,True,False,True
False,388.62,QPX1981,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818090,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,464.82000000000005,ZET1983,472.44,270.4182099414971,aa0701,1563818089.992,1563818087.341,33.4288330078125,-111.97430419921875,False,False,7215,1563818090,70.48070550783895,-1.95072,A319,35.814,33.8328,True,False,False,False
False,1752.6000000000001,RYS1984,1851.66,346.13897243697886,ad26b2,1563818089.944,1563818089.932,33.45075988769531,-111.97391967773436,False,False,4343,1563818090,40.80030682807962,2.27584,UNKNOWN_MODEL,,,False,False,False,False
False,365.76,PNK1985,396.24,269.6373733260375,ad2aed,1563818089.271,1563818084.721,33.440826416015625,-111.9821044921875,False,False,6642,1563818090,81.28377997103874,-4.55168,B738,35.78352,39.4716,True,False,False,False
False,320.04,XAL1986,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818100,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,,MKN1989,,270.0,a6c4d7,1563818080.426,1563817815.743,33.440800036414196,-111.98044757453764,True,False,2244,1563818100,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,True,False,True
False,388.62,VOR1991,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818100,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
False,426.72,TQN1994,441.96000000000004,270.0,aa0701,1563818099.891,1563818099.891,33.42883611129502,-111.98392284159758,False,False,7215,1563818100,70.47882800000001,-3.90144,A319,35.814,33.8328,True,False,False,False
False,1767.8400000000001,RYS1995,1866.9,347.0053832080835,ad26b2,1563818099.891,1563818099.775,33.454346737619176,-111.9748983577806,False,False,4343,1563818100,41.181234166832446,1.6256000000000002,UNKNOWN_MODEL,,,False,False,False,False
False,320.04,VOR1996,320.04,269.6327243926619,ad2aed,1563818099.803,1563818099.579,33.440846588652015,-111.99507732780613,False,False,6642,1563818100,80.25491284203623,-0.97536,B738,35.78352,39.4716,True,False,False,False
False,320.04,TQN1998,396.24,270.3845296595845,a0b6ea,1563817937.715,1563817920.926,33.440826416015625,-111.98029174804688,False,False,3275,1563818110,76.6538823027084,-4.22656,E75L,30.998160000000002,32.308800000000005,True,False,False,False
False,,XAL2000,,270.0,a6c4d7,1563818080.426,1563817815.743,33.440800036414196,-111.98044757453764,True,False,2244,1563818110,75.108824,-1.6256000000000002,A321,35.814,44.500800000000005,True,True,False,True
False,388.62,MKN2001,381.0,269.62056329858103,a81dbc,1563818016.551,1563818015.065,33.440846588652015,-111.98089599609375,False,False,1653,1563818110,77.6827474382766,-4.8768,B737,35.78352,33.61944,True,False,False,False
