station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
PHX,2025-08-01 00:51,-112.0116,33.4343,337.00,107.00,55.00,18.36,M,4.00,0.00,29.82,1007.50,10.00,16.00,SCT,SCT,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,106.16,KPHX 010051Z VRB04G16KT 10SM SCT100 SCT250 42/13 A2982 RMK AO2 SLP075 T04170128,M
PHX,2025-08-01 00:53,-112.0116,33.4343,337.00,108.00,55.00,17.83,270.00,6.00,0.00,29.82,M,10.00,M,SCT,SCT,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,107.23,KPHX 010053Z 27006KT 10SM SCT100 SCT250 42/13 A2982 RMK AO2 T04220128,M
PHX,2025-08-01 01:51,-112.0116,33.4343,337.00,107.00,57.00,19.74,290.00,5.00,0.00,29.83,1007.70,10.00,M,FEW,SCT,SCT,M,7000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,107.10,KPHX 010151Z 29005KT 10SM FEW070 SCT100 SCT250 42/14 A2983 RMK AO2 SLP077 T04170139,M
PHX,2025-08-01 02:51,-112.0116,33.4343,337.00,103.00,65.00,29.48,240.00,13.00,T,29.84,1008.20,10.00,20.00,FEW,SCT,BKN,BKN,7000.00,11000.00,14000.00,25000.00,-RA,M,M,M,M,M,M,107.34,KPHX 010251Z COR 24013G20KT 10SM -RA FEW070 SCT110 BKN140 BKN250 39/18 A2984 RMK AO2 RAB50 SLP082 VIRGA CB DSNT S P0000 60000 T03940183 53002,M
PHX,2025-08-01 03:51,-112.0116,33.4343,337.00,103.00,56.00,21.41,260.00,10.00,T,29.86,1008.80,10.00,M,FEW,SCT,M,M,11000.00,14000.00,M,M,M,M,M,M,M,M,M,102.21,KPHX 010351Z 26010KT 10SM FEW110 SCT140 39/13 A2986 RMK AO2 RAE01 SLP088 P0000 T03940133,M
PHX,2025-08-01 04:51,-112.0116,33.4343,337.00,101.00,55.00,21.92,240.00,10.00,0.00,29.88,1009.60,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,99.62,KPHX 010451Z 24010KT 10SM FEW120 38/13 A2988 RMK AO2 SLP096 T03830128,M
PHX,2025-08-01 05:51,-112.0116,33.4343,337.00,101.00,54.00,21.13,270.00,8.00,0.00,29.90,1010.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.26,KPHX 010551Z 27008KT 10SM CLR 38/12 A2990 RMK AO2 SLP101 60000 T03830122 10428 20372 51019,M
PHX,2025-08-01 06:51,-112.0116,33.4343,337.00,99.00,54.00,22.44,270.00,7.00,0.00,29.91,1010.50,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,97.10,KPHX 010651Z 27007KT 10SM FEW120 37/12 A2991 RMK AO2 SLP105 T03720122 404390311,M
PHX,2025-08-01 07:51,-112.0116,33.4343,337.00,99.00,56.00,24.13,300.00,10.00,0.00,29.92,1010.70,10.00,M,SCT,BKN,M,M,12000.00,14000.00,M,M,M,M,M,M,M,M,M,97.78,KPHX 010751Z 30010KT 10SM SCT120 BKN140 37/13 A2992 RMK AO2 SLP107 T03720133,M
PHX,2025-08-01 08:51,-112.0116,33.4343,337.00,97.00,57.00,26.58,170.00,3.00,0.00,29.94,1011.50,10.00,M,SCT,BKN,M,M,12000.00,15000.00,M,M,M,M,M,M,M,M,M,95.96,KPHX 010851Z 17003KT 10SM SCT120 BKN150 36/14 A2994 RMK AO2 SLP115 FRQ LTGCGIC DSNT SE CB DSNT SE T03610139 53013,M
PHX,2025-08-01 09:51,-112.0116,33.4343,337.00,95.00,58.00,29.29,110.00,7.00,0.00,29.95,1012.00,10.00,M,SCT,BKN,M,M,12000.00,15000.00,M,M,M,M,M,M,M,M,M,94.15,KPHX 010951Z 11007KT 10SM SCT120 BKN150 35/14 A2995 RMK AO2 SLP120 T03500144,M
PHX,2025-08-01 10:51,-112.0116,33.4343,337.00,93.00,59.00,32.29,90.00,5.00,0.00,29.96,1012.10,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,92.39,KPHX 011051Z 09005KT 10SM FEW110 34/15 A2996 RMK AO2 SLP121 T03390150,M
PHX,2025-08-01 11:51,-112.0116,33.4343,337.00,92.00,61.00,35.76,90.00,3.00,0.00,29.96,1012.30,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,92.15,KPHX 011151Z 09003KT 10SM FEW110 33/16 A2996 RMK AO2 SLP123 T03330161 10383 20333 51008,M
PHX,2025-08-01 12:51,-112.0116,33.4343,337.00,92.00,61.00,35.76,100.00,5.00,0.00,29.98,1012.80,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,92.15,KPHX 011251Z 10005KT 10SM FEW110 33/16 A2998 RMK AO2 SLP128 T03330161,M
PHX,2025-08-01 13:51,-112.0116,33.4343,337.00,93.00,61.00,34.67,100.00,6.00,0.00,29.99,1013.40,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,93.23,KPHX 011351Z 10006KT 10SM FEW110 34/16 A2999 RMK AO2 SLP134 T03390161,M
PHX,2025-08-01 14:51,-112.0116,33.4343,337.00,95.00,60.00,31.46,140.00,6.00,0.00,30.01,1013.80,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,94.98,KPHX 011451Z 14006KT 10SM FEW110 35/16 A3001 RMK AO2 SLP138 T03500156 51015,M
PHX,2025-08-01 15:51,-112.0116,33.4343,337.00,98.00,60.00,28.72,170.00,9.00,0.00,30.02,1014.10,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,98.36,KPHX 011551Z 17009KT 10SM FEW110 37/16 A3002 RMK AO2 SLP141 T03670156,M
PHX,2025-08-01 16:51,-112.0116,33.4343,337.00,100.00,60.00,27.04,140.00,8.00,0.00,30.02,1014.30,10.00,M,FEW,FEW,M,M,11000.00,18000.00,M,M,M,M,M,M,M,M,M,100.65,KPHX 011651Z 14008KT 10SM FEW110 FEW180 38/16 A3002 RMK AO2 SLP143 T03780156,M
PHX,2025-08-01 17:51,-112.0116,33.4343,337.00,103.00,60.00,24.72,130.00,10.00,0.00,30.01,1014.00,10.00,17.00,FEW,FEW,M,M,11000.00,18000.00,M,M,M,M,M,M,M,M,M,104.13,KPHX 011751Z 13010G17KT 10SM FEW110 FEW180 39/16 A3001 RMK AO2 SLP140 T03940156 10400 20333 50001,M
PHX,2025-08-01 18:51,-112.0116,33.4343,337.00,108.00,60.00,21.34,180.00,8.00,0.00,30.00,1013.40,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,109.88,KPHX 011851Z 18008KT 10SM FEW110 42/16 A3000 RMK AO2 SLP134 T04220156,M
PHX,2025-08-01 19:51,-112.0116,33.4343,337.00,108.00,59.00,20.60,160.00,7.00,0.00,29.98,1012.70,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,109.29,KPHX 011951Z 16007KT 10SM SCT100 42/15 A2998 RMK AO2 SLP127 CB DSNT NE-E AND S T04220150,M
PHX,2025-08-01 20:51,-112.0116,33.4343,337.00,111.00,58.00,18.22,160.00,9.00,0.00,29.96,1011.90,10.00,15.00,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,112.00,KPHX 012051Z 16009G15KT 10SM SCT100 44/14 A2996 RMK AO2 SLP119 CB DSNT E AND S T04390144 58019,M
PHX,2025-08-01 21:51,-112.0116,33.4343,337.00,112.00,56.00,16.48,250.00,8.00,0.00,29.93,1011.00,10.00,M,SCT,SCT,M,M,10000.00,25000.00,M,M,M,M,M,M,27.00,210.00,2025-08-01 21:42,111.94,KPHX 012151Z 25008KT 10SM SCT100 SCT250 44/13 A2993 RMK AO2 PK WND 21027/2142 SLP110 T04440133,M
PHX,2025-08-01 22:51,-112.0116,33.4343,337.00,110.00,56.00,17.45,330.00,6.00,0.00,29.91,1010.40,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,109.84,KPHX 012251Z 33006KT 10SM SCT110 43/13 A2991 RMK AO2 SLP104 T04330133,M
PHX,2025-08-01 23:51,-112.0116,33.4343,337.00,110.00,53.00,15.64,M,3.00,0.00,29.89,1009.80,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,108.43,KPHX 012351Z VRB03KT 10SM SCT110 43/12 A2989 RMK AO2 SLP098 CB DSNT SE T04330117 10450 20394 56022,M
PHX,2025-08-02 00:51,-112.0116,33.4343,337.00,110.00,52.00,15.08,250.00,7.00,0.00,29.88,1009.30,10.00,16.00,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,108.01,KPHX 020051Z 25007G16KT 10SM FEW120 43/11 A2988 RMK AO2 SLP093 CB DSNT S TCU DSNT NE-E T04330111,M
PHX,2025-08-02 01:51,-112.0116,33.4343,337.00,109.00,51.00,14.96,310.00,9.00,0.00,29.88,1009.60,10.00,M,FEW,FEW,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,106.61,KPHX 020151Z 31009KT 10SM FEW120 FEW200 43/11 A2988 RMK AO2 SLP096 CB DSNT NE T04280106,M
PHX,2025-08-02 02:51,-112.0116,33.4343,337.00,108.00,49.00,14.29,310.00,9.00,0.00,29.90,1010.10,10.00,19.00,FEW,FEW,M,M,12000.00,20000.00,M,M,M,M,M,M,M,M,M,104.92,KPHX 020251Z 31009G19KT 10SM FEW120 FEW200 42/09 A2990 RMK AO2 SLP101 CB DSNT E T04220094 53003,M
PHX,2025-08-02 03:51,-112.0116,33.4343,337.00,107.00,47.00,13.65,300.00,8.00,0.00,29.91,1010.50,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,103.34,KPHX 020351Z 30008KT 10SM FEW120 42/08 A2991 RMK AO2 SLP105 FRQ LTGIC DSNT E CB DSNT E T04170083,M
PHX,2025-08-02 04:51,-112.0116,33.4343,337.00,105.00,48.00,15.03,270.00,11.00,0.00,29.93,1011.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,101.63,KPHX 020451Z 27011KT 10SM CLR 41/09 A2993 RMK AO2 SLP111 T04060089,M
PHX,2025-08-02 05:51,-112.0116,33.4343,337.00,102.00,49.00,17.05,260.00,5.00,0.00,29.94,1011.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.85,KPHX 020551Z 26005KT 10SM CLR 39/09 A2994 RMK AO2 SLP115 T03890094 10439 20389 51014,M
PHX,2025-08-02 06:51,-112.0116,33.4343,337.00,100.00,48.00,17.44,270.00,8.00,0.00,29.95,1011.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.58,KPHX 020651Z 27008KT 10SM CLR 38/09 A2995 RMK AO2 SLP116 T03780089 404500333,M
PHX,2025-08-02 07:51,-112.0116,33.4343,337.00,99.00,48.00,17.97,280.00,7.00,0.00,29.94,1011.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.56,KPHX 020751Z 28007KT 10SM CLR 37/09 A2994 RMK AO2 SLP116 T03720089,M
PHX,2025-08-02 08:51,-112.0116,33.4343,337.00,99.00,44.00,15.44,300.00,9.00,0.00,29.95,1011.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.87,KPHX 020851Z 30009KT 10SM CLR 37/07 A2995 RMK AO2 SLP116 T03720067 52002,M
PHX,2025-08-02 09:51,-112.0116,33.4343,337.00,98.00,39.00,13.12,290.00,8.00,0.00,29.95,1011.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.34,KPHX 020951Z 29008KT 10SM CLR 37/04 A2995 RMK AO2 SLP116 T03670039,M
PHX,2025-08-02 10:51,-112.0116,33.4343,337.00,95.00,42.00,16.15,0.00,0.00,0.00,29.96,1012.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.79,KPHX 021051Z 00000KT 10SM CLR 35/06 A2996 RMK AO2 SLP121 T03500056,M
PHX,2025-08-02 11:51,-112.0116,33.4343,337.00,93.00,45.00,19.27,100.00,3.00,0.00,29.97,1012.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.21,KPHX 021151Z 10003KT 10SM CLR 34/07 A2997 RMK AO2 SLP127 T03390072 10389 20328 53009,M
PHX,2025-08-02 12:51,-112.0116,33.4343,337.00,91.00,50.00,24.75,0.00,0.00,0.00,29.99,1013.10,10.00,M,FEW,FEW,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,88.00,KPHX 021251Z 00000KT 10SM FEW120 FEW250 33/10 A2999 RMK AO2 SLP131 T03280100,M
PHX,2025-08-02 13:51,-112.0116,33.4343,337.00,92.00,52.00,25.83,120.00,5.00,0.00,30.00,1013.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.33,KPHX 021351Z 12005KT 10SM CLR 33/11 A3000 RMK AO2 SLP135 T03330111,M
PHX,2025-08-02 14:51,-112.0116,33.4343,337.00,95.00,49.00,21.07,120.00,7.00,0.00,30.01,1014.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,91.72,KPHX 021451Z 12007KT 10SM CLR 35/09 A3001 RMK AO2 SLP140 T03500094 53012,M
PHX,2025-08-02 15:51,-112.0116,33.4343,337.00,98.00,47.00,17.84,140.00,7.00,0.00,30.01,1013.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.36,KPHX 021551Z 14007KT 10SM CLR 37/08 A3001 RMK AO2 SLP137 T03670083,M
PHX,2025-08-02 16:51,-112.0116,33.4343,337.00,101.00,44.00,14.54,100.00,5.00,0.00,30.01,1013.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.82,KPHX 021651Z 10005KT 10SM CLR 38/07 A3001 RMK AO2 SLP138 T03830067,M
PHX,2025-08-02 17:51,-112.0116,33.4343,337.00,106.00,41.00,11.18,M,3.00,0.00,30.00,1013.60,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,100.77,KPHX 021751Z VRB03KT 10SM FEW090 41/05 A3000 RMK AO2 SLP136 T04110050 10411 20322 58003,M
PHX,2025-08-02 18:51,-112.0116,33.4343,337.00,109.00,38.00,9.11,150.00,8.00,0.00,29.99,1012.90,10.00,16.00,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,102.74,KPHX 021851Z 15008G16KT 10SM FEW090 43/03 A2999 RMK AO2 SLP129 T04280033,M
PHX,2025-08-02 19:51,-112.0116,33.4343,337.00,109.00,36.00,8.42,50.00,6.00,0.00,29.97,1012.30,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,102.32,KPHX 021951Z 05006KT 10SM FEW090 43/02 A2997 RMK AO2 SLP123 T04280022,M
PHX,2025-08-02 20:12,-112.0116,33.4343,337.00,110.00,36.00,8.18,210.00,7.00,0.00,29.96,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,103.22,KPHX 022012Z 21007KT 10SM FEW090 43/02 A2996 RMK AO2 T04330022,M
PHX,2025-08-02 20:51,-112.0116,33.4343,337.00,111.00,38.00,8.60,260.00,6.00,0.00,29.94,1011.40,10.00,15.00,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,104.56,KPHX 022051Z 26006G15KT 10SM FEW090 44/03 A2994 RMK AO2 SLP114 CB DSNT E-SE T04390033 58020,M
PHX,2025-08-02 20:55,-112.0116,33.4343,337.00,110.00,38.00,8.85,320.00,3.00,0.00,29.94,M,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,103.64,KPHX 022055Z 32003KT 10SM FEW090 43/03 A2994 RMK AO2 CB DSNT E-SE T04330033,M
PHX,2025-08-02 21:51,-112.0116,33.4343,337.00,112.00,38.00,8.36,270.00,12.00,0.00,29.91,1010.30,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,105.65,KPHX 022151Z 27012KT 10SM FEW090 44/03 A2991 RMK AO2 SLP103 T04440033,M
PHX,2025-08-02 22:51,-112.0116,33.4343,337.00,114.00,30.00,5.73,260.00,13.00,0.00,29.89,1009.70,10.00,21.00,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,105.70,KPHX 022251Z 26013G21KT 10SM FEW090 46/M01 A2989 RMK AO2 SLP097 T04561011,M
PHX,2025-08-02 23:51,-112.0116,33.4343,337.00,113.00,27.00,5.22,290.00,12.00,0.00,29.87,1008.90,10.00,24.00,FEW,FEW,M,M,9000.00,20000.00,M,M,M,M,M,M,M,M,M,104.56,KPHX 022351Z 29012G24KT 10SM FEW090 FEW200 45/M03 A2987 RMK AO2 SLP089 T04501028 10456 20406 56024,M
PHX,2025-08-03 00:51,-112.0116,33.4343,337.00,112.00,28.00,5.59,260.00,11.00,0.00,29.86,1008.60,10.00,M,FEW,FEW,M,M,9000.00,20000.00,M,M,M,M,M,M,26.00,260.00,2025-08-03 00:22,103.98,KPHX 030051Z 26011KT 10SM FEW090 FEW200 44/M02 A2986 RMK AO2 PK WND 26026/0022 SLP086 T04441022,M
PHX,2025-08-03 01:51,-112.0116,33.4343,337.00,110.00,30.00,6.43,300.00,9.00,0.00,29.85,1008.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.18,KPHX 030151Z 30009KT 10SM CLR 43/M01 A2985 RMK AO2 SLP086 T04331011,M
PHX,2025-08-03 02:51,-112.0116,33.4343,337.00,108.00,30.00,6.81,280.00,12.00,0.00,29.86,1008.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.43,KPHX 030251Z 28012KT 10SM CLR 42/M01 A2986 RMK AO2 SLP086 T04221011 55004,M
PHX,2025-08-03 03:51,-112.0116,33.4343,337.00,105.00,33.00,8.39,270.00,10.00,0.00,29.87,1009.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,98.31,KPHX 030351Z 27010KT 10SM CLR 41/01 A2987 RMK AO2 SLP091 T04060006,M
PHX,2025-08-03 04:51,-112.0116,33.4343,337.00,100.00,34.00,10.14,250.00,4.00,0.00,29.87,1009.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.17,KPHX 030451Z 25004KT 10SM CLR 38/01 A2987 RMK AO2 SLP092 T03780011,M
PHX,2025-08-03 05:51,-112.0116,33.4343,337.00,98.00,34.00,10.77,0.00,0.00,0.00,29.88,1009.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,92.48,KPHX 030551Z 00000KT 10SM CLR 37/01 A2988 RMK AO2 SLP095 T03670011 10456 20367 51009,M
PHX,2025-08-03 06:51,-112.0116,33.4343,337.00,96.00,33.00,10.99,0.00,0.00,0.00,29.89,1009.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.68,KPHX 030651Z 00000KT 10SM CLR 36/01 A2989 RMK AO2 SLP096 T03560006 404560322,M
PHX,2025-08-03 07:51,-112.0116,33.4343,337.00,94.00,38.00,14.26,80.00,3.00,0.00,29.89,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.58,KPHX 030751Z 08003KT 10SM CLR 34/03 A2989 RMK AO2 SLP098 T03440033,M
PHX,2025-08-03 08:51,-112.0116,33.4343,337.00,93.00,36.00,13.59,0.00,0.00,0.00,29.89,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.60,KPHX 030851Z 00000KT 10SM CLR 34/02 A2989 RMK AO2 SLP098 T03390022 51002,M
PHX,2025-08-03 09:51,-112.0116,33.4343,337.00,89.00,41.00,18.72,0.00,0.00,0.00,29.89,1009.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.31,KPHX 030951Z 00000KT 10SM CLR 32/05 A2989 RMK AO2 SLP097 T03170050,M
PHX,2025-08-03 10:51,-112.0116,33.4343,337.00,88.00,45.00,22.53,140.00,4.00,0.00,29.89,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.73,KPHX 031051Z 14004KT 10SM CLR 31/07 A2989 RMK AO2 SLP098 T03110072,M
PHX,2025-08-03 11:51,-112.0116,33.4343,337.00,86.00,43.00,22.24,100.00,4.00,0.00,29.90,1010.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.97,KPHX 031151Z 10004KT 10SM CLR 30/06 A2990 RMK AO2 SLP102 T03000061 10378 20300 53004,M
PHX,2025-08-03 12:51,-112.0116,33.4343,337.00,85.00,42.00,22.09,100.00,5.00,0.00,29.93,1011.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.15,KPHX 031251Z 10005KT 10SM CLR 29/06 A2993 RMK AO2 SLP111 T02940056,M
PHX,2025-08-03 13:51,-112.0116,33.4343,337.00,86.00,39.00,19.04,100.00,5.00,0.00,29.94,1011.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.78,KPHX 031351Z 10005KT 10SM CLR 30/04 A2994 RMK AO2 SLP118 T03000039,M
PHX,2025-08-03 14:51,-112.0116,33.4343,337.00,89.00,40.00,18.01,110.00,7.00,0.00,29.96,1012.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.26,KPHX 031451Z 11007KT 10SM CLR 32/04 A2996 RMK AO2 SLP121 T03170044 51018,M
PHX,2025-08-03 15:51,-112.0116,33.4343,337.00,93.00,39.00,15.29,90.00,7.00,0.00,29.96,1012.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.73,KPHX 031551Z 09007KT 10SM CLR 34/04 A2996 RMK AO2 SLP122 T03390039,M
PHX,2025-08-03 16:51,-112.0116,33.4343,337.00,99.00,39.00,12.73,M,4.00,0.00,29.96,1012.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,94.21,KPHX 031651Z VRB04KT 10SM CLR 37/04 A2996 RMK AO2 SLP121 T03720039,M
PHX,2025-08-03 17:51,-112.0116,33.4343,337.00,102.00,38.00,11.19,M,3.00,0.00,29.95,1011.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,96.59,KPHX 031751Z VRB03KT 10SM CLR 39/03 A2995 RMK AO2 SLP117 T03890033 10394 20289 58003,M
PHX,2025-08-03 18:51,-112.0116,33.4343,337.00,107.00,36.00,8.92,260.00,6.00,0.00,29.93,1011.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,100.56,KPHX 031851Z 26006KT 10SM CLR 42/02 A2993 RMK AO2 SLP112 T04170022,M
PHX,2025-08-03 19:51,-112.0116,33.4343,337.00,106.00,32.00,7.83,250.00,9.00,0.00,29.90,1010.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.01,KPHX 031951Z 25009KT 10SM CLR 41/00 A2990 RMK AO2 SLP102 T04110000,M
PHX,2025-08-03 20:51,-112.0116,33.4343,337.00,109.00,35.00,8.09,M,5.00,0.00,29.88,1009.50,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.13,KPHX 032051Z VRB05G20KT 10SM CLR 43/02 A2988 RMK AO2 SLP095 T04280017 58021,M
PHX,2025-08-03 20:53,-112.0116,33.4343,337.00,109.00,35.00,8.09,50.00,5.00,0.00,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.13,KPHX 032053Z 05005KT 10SM CLR 43/02 A2988 RMK AO2 T04280017,M
PHX,2025-08-03 20:54,-112.0116,33.4343,337.00,109.00,36.00,8.42,260.00,8.00,0.00,29.88,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,102.32,KPHX 032054Z 26008KT 10SM CLR 43/02 A2988 RMK AO2 T04280022,M
PHX,2025-08-03 21:51,-112.0116,33.4343,337.00,109.00,33.00,7.47,290.00,9.00,0.00,29.86,1008.70,10.00,19.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,101.77,KPHX 032151Z 29009G19KT 10SM FEW250 43/01 A2986 RMK AO2 SLP087 T04280006,M
PHX,2025-08-03 22:51,-112.0116,33.4343,337.00,112.00,32.00,6.58,270.00,11.00,0.00,29.83,1007.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,104.55,KPHX 032251Z 27011KT 10SM FEW250 44/00 A2983 RMK AO2 SLP077 T04440000,M
PHX,2025-08-03 23:51,-112.0116,33.4343,337.00,111.00,29.00,6.00,280.00,10.00,0.00,29.81,1007.00,10.00,16.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,102.95,KPHX 032351Z 28010G16KT 10SM FEW250 44/M02 A2981 RMK AO2 SLP070 T04391017 10444 20389 56025,M
PHX,2025-08-04 00:51,-112.0116,33.4343,337.00,111.00,29.00,6.00,280.00,11.00,0.00,29.79,1006.60,10.00,16.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,102.95,KPHX 040051Z 28011G16KT 10SM FEW250 44/M02 A2979 RMK AO2 SLP066 T04391017,M
PHX,2025-08-04 01:51,-112.0116,33.4343,337.00,109.00,31.00,6.89,280.00,5.00,0.00,29.79,1006.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,101.45,KPHX 040151Z 28005KT 10SM FEW250 43/M01 A2979 RMK AO2 SLP064 T04281006,M
PHX,2025-08-04 02:51,-112.0116,33.4343,337.00,107.00,33.00,7.92,300.00,7.00,0.00,29.79,1006.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,100.03,KPHX 040251Z 30007KT 10SM FEW250 42/01 A2979 RMK AO2 SLP064 T04170006 56007,M
PHX,2025-08-04 03:51,-112.0116,33.4343,337.00,106.00,36.00,9.19,280.00,7.00,0.00,29.80,1006.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,99.69,KPHX 040351Z 28007KT 10SM CLR 41/02 A2980 RMK AO2 SLP067 T04110022,M
PHX,2025-08-04 04:51,-112.0116,33.4343,337.00,101.00,37.00,11.08,260.00,4.00,0.00,29.80,1006.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.54,KPHX 040451Z 26004KT 10SM CLR 38/03 A2980 RMK AO2 SLP069 T03830028,M
PHX,2025-08-04 05:51,-112.0116,33.4343,337.00,98.00,39.00,13.12,220.00,3.00,0.00,29.81,1007.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,93.34,KPHX 040551Z 22003KT 10SM CLR 37/04 A2981 RMK AO2 SLP071 T03670039 10439 20367 51008,M
PHX,2025-08-04 06:51,-112.0116,33.4343,337.00,99.00,49.00,18.66,280.00,9.00,0.00,29.81,1007.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,95.77,KPHX 040651Z 28009KT 10SM CLR 37/09 A2981 RMK AO2 SLP071 T03720094 404440289,M
