station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
PHX,2025-08-18 20:51,-112.0116,33.4343,337.00,103.00,42.00,12.69,270.00,4.00,0.00,29.85,1008.70,10.00,M,FEW,FEW,SCT,M,10000.00,18000.00,27000.00,M,M,M,M,M,M,M,M,98.36,KPHX 182051Z 27004KT 10SM FEW100 FEW180 SCT270 39/06 A2985 RMK AO2 SLP087 T03940056 58015 $,M
PHX,2025-08-18 21:51,-112.0116,33.4343,337.00,107.00,46.00,13.14,250.00,8.00,0.00,29.83,1007.60,10.00,18.00,FEW,FEW,BKN,M,10000.00,17000.00,25000.00,M,M,M,M,M,M,M,M,103.07,KPHX 182151Z 25008G18KT 10SM FEW100 FEW170 BKN250 42/08 A2983 RMK AO2 SLP076 T04170078 $,M
PHX,2025-08-18 22:51,-112.0116,33.4343,337.00,107.00,44.00,12.18,270.00,11.00,0.00,29.81,1007.00,10.00,21.00,FEW,FEW,BKN,M,10000.00,17000.00,25000.00,M,M,M,M,M,M,M,M,102.47,KPHX 182251Z 27011G21KT 10SM FEW100 FEW170 BKN250 42/07 A2981 RMK AO2 SLP070 T04170067 $,M
PHX,2025-08-18 23:51,-112.0116,33.4343,337.00,105.00,45.00,13.42,270.00,14.00,0.00,29.79,1006.50,10.00,23.00,FEW,FEW,BKN,M,10000.00,17000.00,25000.00,M,M,M,M,M,M,M,M,100.90,KPHX 182351Z 27014G23KT 10SM FEW100 FEW170 BKN250 41/07 A2979 RMK AO2 SLP065 T04060072 10417 20378 56021 $,M
PHX,2025-08-19 00:51,-112.0116,33.4343,337.00,105.00,44.00,12.92,270.00,14.00,0.00,29.78,1006.00,10.00,M,FEW,FEW,SCT,M,17000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,100.67,KPHX 190051Z 27014KT 10SM FEW170 FEW200 SCT250 41/07 A2978 RMK AO2 SLP060 T04060067 $,M
PHX,2025-08-19 01:51,-112.0116,33.4343,337.00,104.00,37.00,10.14,260.00,14.00,0.00,29.78,1006.20,10.00,M,FEW,FEW,SCT,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,98.14,KPHX 190151Z 26014KT 10SM FEW120 FEW200 SCT250 40/03 A2978 RMK AO2 SLP062 T04000028 $,M
PHX,2025-08-19 02:51,-112.0116,33.4343,337.00,102.00,37.00,10.76,260.00,8.00,0.00,29.80,1006.90,10.00,M,FEW,FEW,SCT,M,12000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,96.40,KPHX 190251Z 26008KT 10SM FEW120 FEW200 SCT250 39/03 A2980 RMK AO2 SLP069 T03890028 53004 $,M
PHX,2025-08-19 03:51,-112.0116,33.4343,337.00,99.00,39.00,12.73,250.00,6.00,0.00,29.82,1007.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,94.21,KPHX 190351Z 25006KT 10SM FEW250 37/04 A2982 RMK AO2 SLP074 T03720039 $,M
PHX,2025-08-19 04:51,-112.0116,33.4343,337.00,97.00,40.00,14.06,250.00,4.00,0.00,29.82,1007.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,92.49,KPHX 190451Z 25004KT 10SM FEW250 36/04 A2982 RMK AO2 SLP076 T03610044 $,M
PHX,2025-08-19 05:51,-112.0116,33.4343,337.00,95.00,42.00,16.15,250.00,3.00,0.00,29.84,1008.20,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,90.79,KPHX 190551Z 25003KT 10SM FEW250 35/06 A2984 RMK AO2 SLP082 T03500056 10411 20350 53013 $,M
PHX,2025-08-19 06:51,-112.0116,33.4343,337.00,94.00,44.00,17.99,250.00,3.00,0.00,29.85,1008.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,90.05,KPHX 190651Z 25003KT 10SM CLR 34/07 A2985 RMK AO2 SLP085 T03440067 404170294 $,M
PHX,2025-08-19 07:51,-112.0116,33.4343,337.00,93.00,46.00,20.01,0.00,0.00,0.00,29.86,1008.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,89.32,KPHX 190751Z 00000KT 10SM CLR 34/08 A2986 RMK AO2 SLP088 T03390078 $,M
PHX,2025-08-19 08:51,-112.0116,33.4343,337.00,91.00,48.00,22.96,210.00,3.00,0.00,29.87,1009.10,10.00,M,FEW,FEW,M,M,13000.00,15000.00,M,M,M,M,M,M,M,M,M,87.70,KPHX 190851Z 21003KT 10SM FEW130 FEW150 33/09 A2987 RMK AO2 SLP091 T03280089 53008 $,M
PHX,2025-08-19 09:51,-112.0116,33.4343,337.00,88.00,49.00,26.19,90.00,6.00,0.00,29.89,1009.80,10.00,M,SCT,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,85.15,KPHX 190951Z 09006KT 10SM SCT140 31/09 A2989 RMK AO2 SLP098 T03110094 $,M
PHX,2025-08-19 10:51,-112.0116,33.4343,337.00,88.00,49.00,26.19,100.00,7.00,0.00,29.89,1010.00,10.00,M,SCT,BKN,BKN,M,14000.00,19000.00,21000.00,M,M,M,M,M,M,M,M,85.15,KPHX 191051Z 10007KT 10SM SCT140 BKN190 BKN210 31/09 A2989 RMK AO2 SLP100 T03110094 $,M
PHX,2025-08-19 11:51,-112.0116,33.4343,337.00,88.00,49.00,26.19,70.00,4.00,0.00,29.89,1010.10,10.00,M,SCT,BKN,M,M,14000.00,20000.00,M,M,M,M,M,M,M,M,M,85.15,KPHX 191151Z 07004KT 10SM SCT140 BKN200 31/09 A2989 RMK AO2 SLP101 T03110094 10361 20306 51009 $,M
PHX,2025-08-19 12:51,-112.0116,33.4343,337.00,89.00,48.00,24.45,340.00,5.00,0.00,29.90,1010.30,10.00,M,FEW,BKN,M,M,15000.00,20000.00,M,M,M,M,M,M,M,M,M,85.90,KPHX 191251Z 34005KT 10SM FEW150 BKN200 32/09 A2990 RMK AO2 SLP103 T03170089 $,M
PHX,2025-08-19 13:51,-112.0116,33.4343,337.00,90.00,48.00,23.69,320.00,5.00,0.00,29.93,1011.20,10.00,M,FEW,BKN,BKN,M,15000.00,19000.00,25000.00,M,M,M,M,M,M,M,M,86.79,KPHX 191351Z 32005KT 10SM FEW150 BKN190 BKN250 32/09 A2993 RMK AO2 SLP112 T03220089,M
PHX,2025-08-19 14:51,-112.0116,33.4343,337.00,88.00,50.00,27.19,140.00,4.00,0.00,29.95,1011.90,10.00,M,BKN,BKN,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,85.29,KPHX 191451Z 14004KT 10SM BKN160 BKN250 31/10 A2995 RMK AO2 SLP119 T03110100 53018,M
PHX,2025-08-19 15:51,-112.0116,33.4343,337.00,91.00,50.00,24.75,0.00,0.00,0.00,29.95,1012.00,10.00,M,BKN,BKN,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,88.00,KPHX 191551Z 00000KT 10SM BKN160 BKN250 33/10 A2995 RMK AO2 SLP120 T03280100,M
PHX,2025-08-19 16:51,-112.0116,33.4343,337.00,92.00,50.00,23.99,250.00,4.00,0.00,29.96,1012.10,10.00,M,SCT,BKN,BKN,M,15000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,88.95,KPHX 191651Z 25004KT 10SM SCT150 BKN180 BKN250 33/10 A2996 RMK AO2 SLP121 T03330100,M
PHX,2025-08-19 17:51,-112.0116,33.4343,337.00,96.00,50.00,21.21,M,3.00,0.00,29.96,1012.20,10.00,M,SCT,BKN,BKN,M,15000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,92.91,KPHX 191751Z VRB03KT 10SM SCT150 BKN180 BKN250 36/10 A2996 RMK AO2 SLP122 T03560100 10356 20306 51002,M
PHX,2025-08-19 18:51,-112.0116,33.4343,337.00,100.00,47.00,16.79,260.00,5.00,0.00,29.94,1011.50,10.00,M,SCT,BKN,BKN,M,15000.00,19000.00,25000.00,M,M,M,M,M,M,M,M,96.37,KPHX 191851Z 26005KT 10SM SCT150 BKN190 BKN250 38/08 A2994 RMK AO2 SLP115 T03780083,M
PHX,2025-08-19 19:51,-112.0116,33.4343,337.00,102.00,45.00,14.66,270.00,7.00,0.00,29.92,1010.80,10.00,M,FEW,FEW,FEW,SCT,9000.00,15000.00,19000.00,25000.00,M,M,M,M,M,M,M,97.98,KPHX 191951Z 27007KT 230V310 10SM FEW090 FEW150 FEW190 SCT250 39/07 A2992 RMK AO2 SLP108 TCU DSNT E T03890072,M
PHX,2025-08-19 20:51,-112.0116,33.4343,337.00,107.00,43.00,11.72,300.00,10.00,0.00,29.90,1010.00,10.00,M,FEW,FEW,FEW,M,9000.00,19000.00,25000.00,M,M,M,M,M,M,M,M,102.19,KPHX 192051Z 30010KT 10SM FEW090 FEW190 FEW250 42/06 A2990 RMK AO2 SLP100 TCU DSNT E T04170061 58020,M
PHX,2025-08-19 21:51,-112.0116,33.4343,337.00,106.00,42.00,11.62,290.00,10.00,0.00,29.86,1008.90,10.00,M,FEW,FEW,BKN,M,9000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,101.02,KPHX 192151Z 29010KT 10SM FEW090 FEW160 BKN250 41/06 A2986 RMK AO2 SLP089 CB DSNT E T04110056,M
PHX,2025-08-19 22:51,-112.0116,33.4343,337.00,107.00,44.00,12.18,310.00,9.00,0.00,29.83,1007.80,10.00,18.00,FEW,FEW,BKN,M,9000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,102.47,KPHX 192251Z 31009G18KT 280V340 10SM FEW090 FEW160 BKN250 42/07 A2983 RMK AO2 SLP078 T04170067,M
PHX,2025-08-19 23:51,-112.0116,33.4343,337.00,107.00,44.00,12.18,280.00,10.00,0.00,29.81,1007.30,10.00,17.00,FEW,FEW,BKN,M,9000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,102.47,KPHX 192351Z 28010G17KT 10SM FEW090 FEW160 BKN250 42/07 A2981 RMK AO2 SLP073 T04170067 10422 20350 56027,M
PHX,2025-08-20 00:51,-112.0116,33.4343,337.00,106.00,45.00,13.03,320.00,6.00,0.00,29.81,1007.10,10.00,M,FEW,FEW,BKN,M,9000.00,16000.00,25000.00,M,M,M,M,M,M,M,M,101.87,KPHX 200051Z 32006KT 10SM FEW090 FEW160 BKN250 41/07 A2981 RMK AO2 SLP071 T04110072,M
PHX,2025-08-20 01:51,-112.0116,33.4343,337.00,106.00,47.00,14.06,250.00,7.00,0.00,29.81,1007.10,10.00,M,FEW,SCT,SCT,BKN,9000.00,12000.00,16000.00,25000.00,M,M,M,M,M,M,M,102.36,KPHX 200151Z 25007KT 10SM FEW090 SCT120 SCT160 BKN250 41/08 A2981 RMK AO2 SLP071 T04110083,M
PHX,2025-08-20 02:51,-112.0116,33.4343,337.00,104.00,47.00,14.91,230.00,6.00,0.00,29.82,1007.60,10.00,M,FEW,SCT,BKN,BKN,9000.00,12000.00,18000.00,25000.00,M,M,M,M,M,M,M,100.38,KPHX 200251Z 23006KT 10SM FEW090 SCT120 BKN180 BKN250 40/08 A2982 RMK AO2 SLP076 T04000083 53003,M
PHX,2025-08-20 03:51,-112.0116,33.4343,337.00,103.00,46.00,14.79,240.00,4.00,0.00,29.84,1008.20,10.00,M,SCT,BKN,BKN,M,12000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,99.16,KPHX 200351Z 24004KT 10SM SCT120 BKN180 BKN250 39/08 A2984 RMK AO2 SLP082 T03940078,M
PHX,2025-08-20 04:51,-112.0116,33.4343,337.00,102.00,45.00,14.66,250.00,5.00,0.00,29.86,1008.70,10.00,M,SCT,BKN,BKN,M,12000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,97.98,KPHX 200451Z 25005KT 10SM SCT120 BKN180 BKN250 39/07 A2986 RMK AO2 SLP087 T03890072,M
PHX,2025-08-20 05:51,-112.0116,33.4343,337.00,100.00,46.00,16.17,270.00,5.00,0.00,29.87,1009.10,10.00,M,SCT,BKN,BKN,M,12000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,96.18,KPHX 200551Z 27005KT 10SM SCT120 BKN180 BKN250 38/08 A2987 RMK AO2 SLP091 T03780078 10417 20378 51014,M
PHX,2025-08-20 06:51,-112.0116,33.4343,337.00,100.00,47.00,16.79,310.00,6.00,0.00,29.87,1009.10,10.00,M,FEW,BKN,BKN,M,12000.00,21000.00,25000.00,M,M,M,M,M,M,M,M,96.37,KPHX 200651Z 31006KT 10SM FEW120 BKN210 BKN250 38/08 A2987 RMK AO2 SLP091 T03780083 404220306,M
PHX,2025-08-20 07:51,-112.0116,33.4343,337.00,97.00,47.00,18.39,10.00,6.00,0.00,29.87,1009.00,10.00,M,SCT,SCT,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,93.36,KPHX 200751Z 01006KT 10SM SCT210 SCT250 36/08 A2987 RMK AO2 SLP090 T03610083,M
PHX,2025-08-20 08:51,-112.0116,33.4343,337.00,94.00,48.00,20.93,0.00,0.00,0.00,29.86,1008.80,10.00,M,SCT,SCT,M,M,15000.00,21000.00,M,M,M,M,M,M,M,M,M,90.56,KPHX 200851Z 00000KT 10SM SCT150 SCT210 34/09 A2986 RMK AO2 SLP088 T03440089 58002,M
PHX,2025-08-20 09:51,-112.0116,33.4343,337.00,93.00,47.00,20.79,80.00,3.00,0.00,29.86,1008.90,10.00,M,FEW,SCT,M,M,15000.00,21000.00,M,M,M,M,M,M,M,M,M,89.45,KPHX 200951Z 08003KT 10SM FEW150 SCT210 34/08 A2986 RMK AO2 SLP089 T03390083,M
PHX,2025-08-20 10:51,-112.0116,33.4343,337.00,92.00,49.00,23.11,80.00,3.00,0.00,29.86,1008.80,10.00,M,FEW,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,88.79,KPHX 201051Z COR 08003KT 10SM FEW160 33/09 A2986 RMK AO2 SLP088 T03330094,M
PHX,2025-08-20 11:51,-112.0116,33.4343,337.00,89.00,53.00,29.43,180.00,3.00,0.00,29.86,1008.90,10.00,M,FEW,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,86.69,KPHX 201151Z 18003KT 10SM FEW160 32/12 A2986 RMK AO2 SLP089 T03170117 10383 20317 58001,M
PHX,2025-08-20 12:51,-112.0116,33.4343,337.00,90.00,48.00,23.69,90.00,6.00,0.00,29.87,1009.30,10.00,M,BKN,BKN,M,M,22000.00,27000.00,M,M,M,M,M,M,M,M,M,86.79,KPHX 201251Z 09006KT 10SM BKN220 BKN270 32/09 A2987 RMK AO2 SLP093 T03220089,M
PHX,2025-08-20 13:51,-112.0116,33.4343,337.00,92.00,50.00,23.99,100.00,4.00,0.00,29.89,1009.70,10.00,M,FEW,SCT,BKN,M,15000.00,21000.00,27000.00,M,M,M,M,M,M,M,M,88.95,KPHX 201351Z 10004KT 10SM FEW150 SCT210 BKN270 33/10 A2989 RMK AO2 SLP097 T03330100,M
PHX,2025-08-20 14:51,-112.0116,33.4343,337.00,94.00,48.00,20.93,110.00,6.00,0.00,29.90,1010.30,10.00,M,FEW,SCT,SCT,M,10000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,90.56,KPHX 201451Z 11006KT 10SM FEW100 SCT180 SCT250 34/09 A2990 RMK AO2 SLP103 T03440089 53015,M
PHX,2025-08-20 15:51,-112.0116,33.4343,337.00,98.00,47.00,17.84,90.00,5.00,0.00,29.91,1010.60,10.00,M,FEW,SCT,SCT,M,14000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,94.36,KPHX 201551Z 09005KT 10SM FEW140 SCT200 SCT250 37/08 A2991 RMK AO2 SLP106 T03670083,M
PHX,2025-08-20 16:51,-112.0116,33.4343,337.00,102.00,48.00,16.42,M,4.00,0.00,29.91,1010.50,10.00,M,FEW,FEW,M,M,14000.00,21000.00,M,M,M,M,M,M,M,M,M,98.61,KPHX 201651Z VRB04KT 10SM FEW140 FEW210 39/09 A2991 RMK AO2 SLP105 T03890089,M
PHX,2025-08-20 17:51,-112.0116,33.4343,337.00,104.00,54.00,19.33,M,4.00,0.00,29.90,1010.10,10.00,M,FEW,FEW,M,M,11000.00,17000.00,M,M,M,M,M,M,M,M,M,102.51,KPHX 201751Z VRB04KT 10SM FEW110 FEW170 40/12 A2990 RMK AO2 SLP101 T04000122 10406 20317 58002,M
PHX,2025-08-20 18:51,-112.0116,33.4343,337.00,107.00,54.00,17.70,260.00,4.00,0.00,29.88,1009.20,10.00,M,FEW,FEW,M,M,11000.00,23000.00,M,M,M,M,M,M,M,M,M,105.73,KPHX 201851Z 26004KT 10SM FEW110 FEW230 42/12 A2988 RMK AO2 SLP092 T04170122,M
PHX,2025-08-20 19:51,-112.0116,33.4343,337.00,108.00,53.00,16.57,M,3.00,0.00,29.85,1008.30,10.00,M,FEW,SCT,M,M,11000.00,15000.00,M,M,M,M,M,M,M,M,M,106.37,KPHX 201951Z VRB03KT 10SM FEW110 SCT150 42/12 A2985 RMK AO2 SLP083 CB DSNT NE T04220117,M
PHX,2025-08-20 20:51,-112.0116,33.4343,337.00,110.00,51.00,14.53,290.00,5.00,0.00,29.82,1007.40,10.00,M,SCT,SCT,SCT,M,11000.00,15000.00,21000.00,M,M,M,M,M,M,M,M,107.61,KPHX 202051Z 29005KT 10SM SCT110 SCT150 SCT210 43/11 A2982 RMK AO2 SLP074 CB DSNT NE-SE T04330106 58025,M
PHX,2025-08-20 21:51,-112.0116,33.4343,337.00,110.00,51.00,14.53,0.00,0.00,0.00,29.78,1006.20,10.00,M,FEW,FEW,FEW,SCT,9000.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,107.61,KPHX 202151Z 00000KT 10SM FEW090 FEW110 FEW160 SCT250 43/11 A2978 RMK AO2 SLP062 CB DSNT NE-E T04330106,M
PHX,2025-08-20 22:51,-112.0116,33.4343,337.00,110.00,51.00,14.53,0.00,0.00,0.00,29.75,1005.20,10.00,M,FEW,FEW,FEW,SCT,9000.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,107.61,KPHX 202251Z 00000KT 10SM FEW090 FEW110 FEW160 SCT250 43/11 A2975 RMK AO2 SLP052 CB DSNT NE-E T04330106,M
PHX,2025-08-20 23:51,-112.0116,33.4343,337.00,110.00,51.00,14.53,0.00,0.00,0.00,29.75,1004.90,10.00,M,FEW,FEW,FEW,SCT,9000.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,107.61,KPHX 202351Z 00000KT 10SM FEW090 FEW110 FEW160 SCT250 43/11 A2975 RMK AO2 SLP049 CB DSNT NE-SE ACSL SW T04330106 10444 20394 56024,M
PHX,2025-08-21 00:51,-112.0116,33.4343,337.00,111.00,51.00,14.12,20.00,5.00,0.00,29.73,1004.40,10.00,M,FEW,FEW,SCT,SCT,9000.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,108.59,KPHX 210051Z 02005KT 10SM FEW090 FEW110 SCT160 SCT250 44/11 A2973 RMK AO2 SLP044 CB DSNT E-SE T04390106,M
PHX,2025-08-21 01:51,-112.0116,33.4343,337.00,110.00,52.00,15.08,60.00,4.00,0.00,29.74,1004.50,10.00,M,FEW,SCT,SCT,SCT,9000.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,108.01,KPHX 210151Z 06004KT 10SM FEW090 SCT110 SCT160 SCT250 43/11 A2974 RMK AO2 SLP045 CB DSNT SE T04330111,M
PHX,2025-08-21 02:51,-112.0116,33.4343,337.00,109.00,52.00,15.52,160.00,4.00,0.00,29.75,1005.10,10.00,M,FEW,SCT,BKN,BKN,9000.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,107.00,KPHX 210251Z 16004KT 10SM FEW090 SCT110 BKN160 BKN250 43/11 A2975 RMK AO2 SLP051 OCNL LTGIC DSNT SE CB DSNT SE T04280111 53002,M
PHX,2025-08-21 03:51,-112.0116,33.4343,337.00,108.00,51.00,15.40,260.00,3.00,0.00,29.78,1005.90,10.00,M,FEW,SCT,BKN,BKN,9000.00,11000.00,16000.00,19000.00,M,M,M,M,M,M,M,105.60,KPHX 210351Z 26003KT 10SM FEW090 SCT110 BKN160 BKN190 42/11 A2978 RMK AO2 SLP059 T04220106,M
PHX,2025-08-21 04:36,-112.0116,33.4343,337.00,102.00,60.00,25.47,180.00,12.00,0.00,29.81,M,4.00,23.00,SCT,BKN,BKN,M,11000.00,16000.00,18000.00,M,BLDU,M,M,M,32.00,140.00,2025-08-21 04:26,102.97,KPHX 210436Z 18012G23KT 4SM BLDU SCT110 BKN160 BKN180 39/16 A2981 RMK AO2 PK WND 14032/0426 T03890156,M
PHX,2025-08-21 04:51,-112.0116,33.4343,337.00,101.00,61.00,27.19,180.00,14.00,0.00,29.81,1007.10,3.00,23.00,SCT,BKN,BKN,BKN,1300.00,11000.00,16000.00,18000.00,BLDU,M,M,M,32.00,140.00,2025-08-21 04:26,102.35,KPHX 210451Z 18014G23KT 3SM BLDU SCT013 BKN110 BKN160 BKN180 38/16 A2981 RMK AO2 PK WND 14032/0426 SLP071 T03830161,M
PHX,2025-08-21 05:51,-112.0116,33.4343,337.00,101.00,59.00,25.32,210.00,4.00,0.00,29.81,1006.90,10.00,18.00,FEW,BKN,BKN,M,11000.00,16000.00,18000.00,M,M,M,M,M,M,M,M,101.31,KPHX 210551Z 21004G18KT 10SM FEW110 BKN160 BKN180 38/15 A2981 RMK AO2 LTG DSNT NE SLP069 T03830150 10444 20383 50018,M
PHX,2025-08-21 06:51,-112.0116,33.4343,337.00,99.00,61.00,28.87,110.00,10.00,0.00,29.82,1007.40,10.00,M,FEW,BKN,BKN,M,11000.00,16000.00,18000.00,M,M,M,M,M,M,M,M,100.02,KPHX 210651Z 11010KT 10SM FEW110 BKN160 BKN180 37/16 A2982 RMK AO2 SLP074 T03720161 404440317,M
PHX,2025-08-21 07:51,-112.0116,33.4343,337.00,96.00,63.00,33.93,130.00,9.00,0.00,29.84,1008.00,10.00,M,FEW,BKN,BKN,M,11000.00,16000.00,18000.00,M,M,M,M,M,M,M,M,97.64,KPHX 210751Z 13009KT 10SM FEW110 BKN160 BKN180 36/17 A2984 RMK AO2 SLP080 T03560172,M
PHX,2025-08-21 08:51,-112.0116,33.4343,337.00,95.00,63.00,34.98,150.00,10.00,0.00,29.83,1007.80,10.00,M,SCT,BKN,M,M,11000.00,16000.00,M,M,M,M,M,M,M,M,M,96.49,KPHX 210851Z 15010KT 10SM SCT110 BKN160 35/17 A2983 RMK AO2 SLP078 T03500172 50009,M
PHX,2025-08-21 09:51,-112.0116,33.4343,337.00,95.00,62.00,33.77,140.00,7.00,0.00,29.84,1008.00,10.00,M,FEW,BKN,BKN,M,11000.00,16000.00,21000.00,M,M,M,M,M,M,M,M,95.95,KPHX 210951Z 14007KT 10SM FEW110 BKN160 BKN210 35/17 A2984 RMK AO2 SLP080 T03500167,M
PHX,2025-08-21 10:51,-112.0116,33.4343,337.00,94.00,63.00,36.08,140.00,7.00,0.00,29.84,1008.10,10.00,M,BKN,BKN,M,M,21000.00,23000.00,M,M,M,M,M,M,M,M,M,95.35,KPHX 211051Z 14007KT 10SM BKN210 BKN230 34/17 A2984 RMK AO2 SLP081 T03440172,M
PHX,2025-08-21 11:51,-112.0116,33.4343,337.00,93.00,63.00,37.21,150.00,3.00,0.00,29.84,1008.10,10.00,M,BKN,BKN,M,M,21000.00,23000.00,M,M,M,M,M,M,M,M,M,94.23,KPHX 211151Z 15003KT 10SM BKN210 BKN230 34/17 A2984 RMK AO2 SLP081 T03390172 10383 20339 51002,M
PHX,2025-08-21 12:51,-112.0116,33.4343,337.00,93.00,63.00,37.21,0.00,0.00,0.00,29.84,1008.30,10.00,M,BKN,BKN,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,94.23,KPHX 211251Z 00000KT 10SM BKN210 BKN250 34/17 A2984 RMK AO2 SLP083 T03390172,M
PHX,2025-08-21 13:51,-112.0116,33.4343,337.00,94.00,64.00,37.36,110.00,5.00,0.00,29.87,1009.00,10.00,M,BKN,BKN,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,95.92,KPHX 211351Z 11005KT 10SM BKN210 BKN250 34/18 A2987 RMK AO2 SLP090 T03440178,M
PHX,2025-08-21 14:51,-112.0116,33.4343,337.00,96.00,64.00,35.14,100.00,7.00,0.00,29.88,1009.20,10.00,M,SCT,BKN,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,98.23,KPHX 211451Z 10007KT 10SM SCT210 BKN250 36/18 A2988 RMK AO2 SLP092 T03560178 53012,M
PHX,2025-08-21 15:51,-112.0116,33.4343,337.00,100.00,63.00,30.06,130.00,5.00,0.00,29.88,1009.20,10.00,M,FEW,FEW,M,M,21000.00,25000.00,M,M,M,M,M,M,M,M,M,102.34,KPHX 211551Z 13005KT 10SM FEW210 FEW250 38/17 A2988 RMK AO2 SLP092 T03780172,M
PHX,2025-08-21 16:51,-112.0116,33.4343,337.00,104.00,62.00,25.76,140.00,8.00,0.00,29.87,1009.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,106.47,KPHX 211651Z 14008KT 10SM CLR 40/17 A2987 RMK AO2 SLP091 T04000167,M
PHX,2025-08-21 17:51,-112.0116,33.4343,337.00,106.00,60.00,22.63,150.00,6.00,0.00,29.86,1008.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,107.59,KPHX 211751Z 15006KT 10SM CLR 41/16 A2986 RMK AO2 SLP086 T04110156 10411 20339 58006,M
PHX,2025-08-21 18:51,-112.0116,33.4343,337.00,107.00,59.00,21.21,120.00,5.00,0.00,29.83,1007.80,10.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,108.16,KPHX 211851Z 12005KT 10SM FEW100 42/15 A2983 RMK AO2 SLP078 T04170150,M
PHX,2025-08-21 19:51,-112.0116,33.4343,337.00,109.00,60.00,20.73,170.00,7.00,0.00,29.81,1007.00,10.00,M,FEW,FEW,M,M,10000.00,23000.00,M,M,M,M,M,M,M,M,M,111.01,KPHX 211951Z 17007KT 10SM FEW100 FEW230 43/16 A2981 RMK AO2 SLP070 CB DSNT NW TCU DSNT N-NE T04280156,M
PHX,2025-08-21 20:51,-112.0116,33.4343,337.00,112.00,59.00,18.35,170.00,7.00,0.00,29.77,1005.70,10.00,M,FEW,FEW,M,M,10000.00,23000.00,M,M,M,M,M,M,M,M,M,113.69,KPHX 212051Z COR 17007KT 10SM FEW100 FEW230 44/15 A2977 RMK AO2 SLP057 CB DSNT NE AND NW TCU DSNT N-NE T04440150 58027,M
PHX,2025-08-21 21:51,-112.0116,33.4343,337.00,111.00,59.00,18.89,M,5.00,0.00,29.74,1004.60,10.00,M,FEW,FEW,M,M,10000.00,23000.00,M,M,M,M,M,M,M,M,M,112.60,KPHX 212151Z VRB05KT 10SM FEW100 FEW230 44/15 A2974 RMK AO2 SLP046 CB DSNT NE AND NW TCU N-NE T04390150,M
PHX,2025-08-21 22:51,-112.0116,33.4343,337.00,111.00,57.00,17.58,330.00,4.00,0.00,29.71,1003.60,10.00,15.00,FEW,FEW,M,M,10000.00,23000.00,M,M,M,M,M,M,M,M,M,111.43,KPHX 212251Z 33004G15KT 10SM FEW100 FEW230 44/14 A2971 RMK AO2 SLP036 CB DSNT N-NE T04390139,M
